# Timestep Ixx Iyy Izz Ixy Ixz Iyz Wall Velocity
00000000  0.127461E-13  0.127461E-13  0.127461E-13  0.000000E+00  0.100580E-28  0.129176E-28  0.500000E+01
00000100  0.127491E-13  0.127489E-13  0.127489E-13 -0.453595E-29 -0.502899E-29 -0.370867E-23  0.500000E+01
00000200  0.127518E-13  0.127492E-13  0.127492E-13  0.394430E-29  0.493038E-30 -0.291825E-22  0.500000E+01
00000300  0.127606E-13  0.127477E-13  0.127476E-13 -0.986076E-30  0.483177E-29 -0.753718E-22  0.500000E+01
00000400  0.127811E-13  0.127444E-13  0.127442E-13  0.394430E-30  0.128190E-29 -0.104161E-21  0.500000E+01
00000500  0.128148E-13  0.127394E-13  0.127390E-13  0.335266E-29 -0.887469E-30 -0.193162E-21  0.500000E+01
00000600  0.128679E-13  0.127336E-13  0.127328E-13 -0.394430E-29 -0.532481E-29 -0.323793E-21  0.500000E+01
00000700  0.129514E-13  0.127271E-13  0.127258E-13  0.394430E-30 -0.532481E-29 -0.557670E-21  0.500000E+01
00000800  0.130859E-13  0.127255E-13  0.127237E-13  0.394430E-30  0.165661E-28 -0.860156E-21  0.500000E+01
00000900  0.132799E-13  0.127346E-13  0.127324E-13  0.473317E-29  0.463456E-29 -0.210413E-20  0.500000E+01
00001000  0.135421E-13  0.127526E-13  0.127497E-13  0.394430E-30  0.907190E-29 -0.284655E-20  0.500000E+01
00001100  0.138676E-13  0.128134E-13  0.128102E-13  0.394430E-29  0.107482E-28 -0.240273E-20  0.500000E+01
