# Timestep Ixx Iyy Izz Ixy Ixz Iyz Wall Velocity
00000000  0.128135E-13  0.128135E-13  0.128135E-13 -0.394430E-30  0.887469E-30  0.788861E-30  0.500000E+01
00000100  0.128162E-13  0.128133E-13  0.128133E-13  0.142888E-25 -0.124142E-24 -0.355682E-23  0.500000E+01
00000200  0.128226E-13  0.128110E-13  0.128110E-13 -0.746639E-25 -0.136150E-24 -0.528400E-23  0.500000E+01
00000300  0.128322E-13  0.128061E-13  0.128061E-13  0.100106E-25 -0.710716E-25 -0.369353E-23  0.500000E+01
00000400  0.128454E-13  0.127989E-13  0.127989E-13  0.148408E-24  0.822871E-26 -0.207869E-23  0.500000E+01
00000500  0.128623E-13  0.127897E-13  0.127897E-13  0.938533E-24  0.170791E-24 -0.565830E-24  0.500000E+01
00000600  0.128833E-13  0.127791E-13  0.127791E-13  0.313083E-23  0.399561E-24  0.163955E-23  0.500000E+01
00000700  0.129083E-13  0.127673E-13  0.127672E-13  0.234354E-23  0.693580E-24  0.267329E-23  0.500000E+01
00000800  0.129367E-13  0.127542E-13  0.127541E-13  0.997017E-24  0.103885E-23  0.253136E-23  0.500000E+01
00000900  0.129684E-13  0.127400E-13  0.127397E-13  0.647445E-24  0.141572E-23  0.284154E-23  0.500000E+01
00001000  0.130035E-13  0.127245E-13  0.127243E-13  0.213941E-23  0.178993E-23  0.283970E-23  0.500000E+01
00001100  0.130420E-13  0.127080E-13  0.127077E-13  0.568421E-23  0.214649E-23  0.256599E-23  0.500000E+01
00001200  0.130839E-13  0.126906E-13  0.126901E-13  0.951470E-23  0.250024E-23  0.243011E-23  0.500000E+01
00001300  0.131294E-13  0.126722E-13  0.126716E-13  0.141985E-22  0.286840E-23  0.170575E-23  0.500000E+01
00001400  0.131784E-13  0.126529E-13  0.126521E-13  0.183658E-22  0.327261E-23  0.923512E-24  0.500000E+01
00001500  0.132308E-13  0.126330E-13  0.126320E-13  0.251705E-22  0.371618E-23  0.472272E-24  0.500000E+01
00001600  0.132865E-13  0.126124E-13  0.126113E-13  0.375696E-22  0.418468E-23 -0.149291E-23  0.500000E+01
00001700  0.133450E-13  0.125913E-13  0.125900E-13  0.514855E-22  0.468895E-23 -0.453522E-23  0.500000E+01
00001800  0.134061E-13  0.125698E-13  0.125683E-13  0.667407E-22  0.525568E-23 -0.714385E-23  0.500000E+01
00001900  0.134697E-13  0.125482E-13  0.125466E-13  0.823952E-22  0.590323E-23 -0.941958E-23  0.500000E+01
00002000  0.135359E-13  0.125265E-13  0.125246E-13  0.996071E-22  0.665576E-23 -0.998003E-23  0.500000E+01
00002100  0.136052E-13  0.125045E-13  0.125024E-13  0.710700E-22  0.757262E-23 -0.973917E-23  0.500000E+01
00002200  0.136769E-13  0.124824E-13  0.124801E-13  0.319223E-22  0.867315E-23 -0.852350E-23  0.500000E+01
00002300  0.137506E-13  0.124601E-13  0.124576E-13 -0.627921E-23  0.995945E-23 -0.702161E-23  0.500000E+01
00002400  0.138265E-13  0.124372E-13  0.124345E-13 -0.435010E-22  0.114738E-22 -0.606353E-23  0.500000E+01
00002500  0.139046E-13  0.124144E-13  0.124115E-13 -0.867269E-22  0.131957E-22 -0.505526E-23  0.500000E+01
00002600  0.139856E-13  0.123924E-13  0.123892E-13 -0.128748E-21  0.150844E-22 -0.343081E-23  0.500000E+01
00002700  0.140698E-13  0.123714E-13  0.123678E-13 -0.174574E-21  0.170753E-22  0.799918E-24  0.500000E+01
00002800  0.141570E-13  0.123522E-13  0.123484E-13 -0.223008E-21  0.193802E-22  0.478020E-23  0.500000E+01
00002900  0.142465E-13  0.123351E-13  0.123310E-13 -0.274351E-21  0.220578E-22  0.898389E-23  0.500000E+01
00003000  0.143380E-13  0.123179E-13  0.123135E-13 -0.331749E-21  0.252291E-22  0.105374E-22  0.500000E+01
00003100  0.144317E-13  0.123003E-13  0.122956E-13 -0.318156E-21  0.287251E-22  0.120109E-22  0.500000E+01
00003200  0.145271E-13  0.122827E-13  0.122777E-13 -0.302127E-21  0.262124E-22  0.138158E-22  0.500000E+01
00003300  0.146235E-13  0.122655E-13  0.122602E-13 -0.300901E-21  0.232104E-22  0.147472E-22  0.500000E+01
00003400  0.147206E-13  0.122495E-13  0.122439E-13 -0.314913E-21  0.210747E-22  0.165387E-22  0.500000E+01
00003500  0.148175E-13  0.122352E-13  0.122294E-13 -0.339794E-21  0.192864E-22  0.153254E-22  0.500000E+01
00003600  0.149140E-13  0.122233E-13  0.122172E-13 -0.425501E-21  0.179913E-22  0.112423E-22  0.500000E+01
00003700  0.150106E-13  0.122124E-13  0.122060E-13 -0.531972E-21  0.169890E-22  0.646012E-23  0.500000E+01
00003800  0.151073E-13  0.122024E-13  0.121957E-13 -0.650757E-21  0.155517E-22  0.343960E-23  0.500000E+01
00003900  0.152032E-13  0.121933E-13  0.121863E-13 -0.761389E-21  0.136324E-22  0.123116E-24  0.500000E+01
00004000  0.152979E-13  0.121848E-13  0.121775E-13 -0.884394E-21  0.122038E-22 -0.414783E-23  0.500000E+01
00004100  0.153911E-13  0.121769E-13  0.121693E-13 -0.978219E-21  0.121166E-22 -0.665719E-23  0.500000E+01
00004200  0.154827E-13  0.121698E-13  0.121620E-13 -0.107745E-20  0.135230E-22 -0.647551E-23  0.500000E+01
00004300  0.155722E-13  0.121638E-13  0.121558E-13 -0.117663E-20  0.157851E-22 -0.634019E-23  0.500000E+01
00004400  0.156600E-13  0.121588E-13  0.121505E-13 -0.127350E-20  0.190774E-22 -0.571658E-23  0.500000E+01
00004500  0.157461E-13  0.121548E-13  0.121462E-13 -0.104998E-20  0.358560E-22 -0.153364E-22  0.500000E+01
00004600  0.158303E-13  0.121523E-13  0.121434E-13 -0.592820E-21  0.456671E-22 -0.882257E-23  0.500000E+01
00004700  0.159123E-13  0.121517E-13  0.121424E-13 -0.165054E-21  0.505045E-22 -0.621549E-23  0.500000E+01
00004800  0.159921E-13  0.121523E-13  0.121428E-13  0.225653E-21  0.555082E-22 -0.400182E-23  0.500000E+01
00004900  0.160693E-13  0.121544E-13  0.121445E-13  0.616463E-21  0.619422E-22 -0.262527E-23  0.500000E+01
