# Timestep Ixx Iyy Izz Ixy Ixz Iyz Wall Velocity
00000000  0.130772E-13  0.130772E-13  0.130772E-13  0.000000E+00  0.986076E-31 -0.986076E-31  0.500000E+01
00000100  0.130799E-13  0.130773E-13  0.130773E-13 -0.153828E-26  0.248363E-26  0.153037E-23  0.500000E+01
00000200  0.130892E-13  0.130757E-13  0.130756E-13 -0.308464E-26  0.503658E-26  0.487314E-23  0.500000E+01
00000300  0.131039E-13  0.130720E-13  0.130719E-13 -0.459689E-26  0.758460E-26  0.942444E-23  0.500000E+01
00000400  0.131227E-13  0.130658E-13  0.130656E-13 -0.603242E-26  0.100400E-25  0.149284E-22  0.500000E+01
00000500  0.131449E-13  0.130567E-13  0.130564E-13 -0.737585E-26  0.123730E-25  0.210751E-22  0.500000E+01
00000600  0.131702E-13  0.130447E-13  0.130443E-13 -0.862284E-26  0.145699E-25  0.278429E-22  0.500000E+01
00000700  0.131986E-13  0.130301E-13  0.130297E-13 -0.978543E-26  0.166468E-25  0.354688E-22  0.500000E+01
00000800  0.132301E-13  0.130137E-13  0.130132E-13 -0.108739E-25  0.186036E-25  0.442802E-22  0.500000E+01
00000900  0.132650E-13  0.129961E-13  0.129955E-13 -0.118970E-25  0.204562E-25  0.546668E-22  0.500000E+01
00001000  0.133032E-13  0.129779E-13  0.129773E-13 -0.128675E-25  0.222133E-25  0.668084E-22  0.500000E+01
00001100  0.133450E-13  0.129596E-13  0.129589E-13 -0.138165E-25  0.239085E-25  0.812717E-22  0.500000E+01
00001200  0.133904E-13  0.129414E-13  0.129406E-13 -0.147507E-25  0.255343E-25  0.991748E-22  0.500000E+01
00001300  0.134397E-13  0.129235E-13  0.129228E-13 -0.156883E-25  0.271119E-25  0.121939E-21  0.500000E+01
00001400  0.134931E-13  0.129061E-13  0.129054E-13 -0.165777E-25  0.286271E-25  0.150419E-21  0.500000E+01
00001500  0.135509E-13  0.128892E-13  0.128886E-13 -0.173640E-25  0.299903E-25  0.182359E-21  0.500000E+01
00001600  0.136134E-13  0.128727E-13  0.128720E-13 -0.180736E-25  0.311573E-25  0.211478E-21  0.500000E+01
00001700  0.136812E-13  0.128562E-13  0.128555E-13 -0.186816E-25  0.320639E-25  0.229336E-21  0.500000E+01
00001800  0.137541E-13  0.128390E-13  0.128384E-13 -0.192038E-25  0.327161E-25  0.241760E-21  0.500000E+01
00001900  0.138311E-13  0.128205E-13  0.128200E-13 -0.197063E-25  0.331685E-25  0.252348E-21  0.500000E+01
00002000  0.139122E-13  0.127994E-13  0.127990E-13 -0.202806E-25  0.334455E-25  0.261892E-21  0.500000E+01
00002100  0.139986E-13  0.127748E-13  0.127745E-13 -0.208602E-25  0.336420E-25  0.272897E-21  0.500000E+01
00002200  0.140933E-13  0.127461E-13  0.127459E-13 -0.214065E-25  0.337410E-25  0.285402E-21  0.500000E+01
00002300  0.141966E-13  0.127125E-13  0.127123E-13 -0.219461E-25  0.337432E-25  0.299050E-21  0.500000E+01
00002400  0.143075E-13  0.126769E-13  0.126767E-13 -0.225068E-25  0.336875E-25  0.312482E-21  0.500000E+01
00002500  0.144271E-13  0.126442E-13  0.126439E-13 -0.230590E-25  0.335328E-25  0.326891E-21  0.500000E+01
00002600  0.145549E-13  0.126168E-13  0.126164E-13 -0.235554E-25  0.332217E-25  0.341558E-21  0.500000E+01
00002700  0.146894E-13  0.125937E-13  0.125933E-13 -0.239768E-25  0.327542E-25  0.352779E-21  0.500000E+01
00002800  0.148293E-13  0.125734E-13  0.125730E-13 -0.243279E-25  0.321539E-25  0.359626E-21  0.500000E+01
00002900  0.149742E-13  0.125544E-13  0.125537E-13 -0.246302E-25  0.314189E-25  0.361222E-21  0.500000E+01
00003000  0.151221E-13  0.125357E-13  0.125349E-13 -0.249674E-25  0.309065E-25  0.361093E-21  0.500000E+01
00003100  0.152738E-13  0.125167E-13  0.125159E-13 -0.252984E-25  0.304109E-25  0.358665E-21  0.500000E+01
00003200  0.154287E-13  0.124981E-13  0.124974E-13 -0.254978E-25  0.295773E-25  0.359368E-21  0.500000E+01
00003300  0.155847E-13  0.124918E-13  0.124912E-13 -0.256250E-25  0.282676E-25  0.367120E-21  0.500000E+01
00003400  0.157413E-13  0.124895E-13  0.124890E-13 -0.254810E-25  0.263870E-25  0.370536E-21  0.500000E+01
00003500  0.158970E-13  0.124891E-13  0.124886E-13 -0.252802E-25  0.245088E-25  0.375182E-21  0.500000E+01
00003600  0.160520E-13  0.124901E-13  0.124896E-13 -0.254412E-25  0.235834E-25  0.380928E-21  0.500000E+01
00003700  0.162064E-13  0.124912E-13  0.124907E-13 -0.260326E-25  0.236278E-25  0.386733E-21  0.500000E+01
00003800  0.163602E-13  0.124919E-13  0.124912E-13 -0.266931E-25  0.238063E-25  0.394805E-21  0.500000E+01
00003900  0.165137E-13  0.124929E-13  0.124922E-13 -0.270546E-25  0.234614E-25  0.403464E-21  0.500000E+01
00004000  0.166664E-13  0.124954E-13  0.124947E-13 -0.269394E-25  0.224125E-25  0.408244E-21  0.500000E+01
00004100  0.168178E-13  0.124998E-13  0.124992E-13 -0.264598E-25  0.208861E-25  0.411258E-21  0.500000E+01
00004200  0.169688E-13  0.125060E-13  0.125056E-13 -0.258464E-25  0.190886E-25  0.416305E-21  0.500000E+01
00004300  0.171207E-13  0.125133E-13  0.125131E-13 -0.252128E-25  0.172728E-25  0.420798E-21  0.500000E+01
00004400  0.172734E-13  0.125205E-13  0.125204E-13 -0.245367E-25  0.154746E-25  0.426162E-21  0.500000E+01
