00000000  0.000000E+00  0.000000E+00  0.000000E+00  0.140890E-04  0.201722E-05  0.161062E-04  0.600000E-02  0.600000E-02  0.600000E-02  0.000000E+00
00001000  0.805692E-07  0.515301E-04  0.516107E-04  0.140890E-04  0.201722E-05  0.161062E-04  0.600100E-02  0.600000E-02  0.600000E-02  0.325869E+07
00002000  0.129972E-06  0.515404E-04  0.516704E-04  0.140890E-04  0.201722E-05  0.161062E-04  0.600215E-02  0.600000E-02  0.600000E-02  0.287385E+07
00003000  0.182378E-06  0.515535E-04  0.517359E-04  0.140890E-04  0.201722E-05  0.161062E-04  0.600342E-02  0.600000E-02  0.600000E-02  0.245291E+07
00004000  0.243438E-06  0.515696E-04  0.518130E-04  0.140890E-04  0.201722E-05  0.161062E-04  0.600479E-02  0.600000E-02  0.600000E-02  0.241481E+07
00005000  0.316240E-06  0.515886E-04  0.519049E-04  0.140890E-04  0.201722E-05  0.161062E-04  0.600623E-02  0.600000E-02  0.600000E-02  0.283978E+07
00006000  0.415507E-06  0.516098E-04  0.520253E-04  0.140890E-04  0.201722E-05  0.161062E-04  0.600772E-02  0.600000E-02  0.600000E-02  0.994881E+07
00007000  0.591079E-06  0.516327E-04  0.522238E-04  0.140890E-04  0.201722E-05  0.161062E-04  0.600931E-02  0.600000E-02  0.600000E-02  0.160468E+08
00008000  0.788320E-06  0.516587E-04  0.524471E-04  0.140890E-04  0.201722E-05  0.161062E-04  0.601121E-02  0.600000E-02  0.600000E-02  0.231890E+08
00009000  0.106062E-05  0.516911E-04  0.527517E-04  0.140890E-04  0.201722E-05  0.161062E-04  0.601362E-02  0.600000E-02  0.600000E-02  0.466192E+08
00010000  0.163360E-05  0.517522E-04  0.533858E-04  0.140890E-04  0.201722E-05  0.161062E-04  0.601671E-02  0.600000E-02  0.600000E-02  0.129300E+09
