# Timestep Ixx Iyy Izz Ixy Ixz Iyz Wall Velocity
00000000  0.127291E-13  0.127291E-13  0.127291E-13  0.788861E-30  0.690253E-29 -0.161716E-28  0.500000E+01
00001000  0.127291E-13  0.127300E-13  0.127300E-13 -0.226987E-23  0.899203E-24  0.138695E-23  0.500000E+01
00002000  0.127297E-13  0.127298E-13  0.127298E-13 -0.285170E-23 -0.271624E-23  0.611795E-23  0.500000E+01
00003000  0.127334E-13  0.127287E-13  0.127287E-13 -0.462036E-23 -0.706866E-23  0.112750E-22  0.500000E+01
00004000  0.127422E-13  0.127264E-13  0.127264E-13 -0.288320E-22 -0.257879E-22  0.410689E-22  0.500000E+01
00005000  0.127578E-13  0.127230E-13  0.127230E-13 -0.641296E-22 -0.515334E-22  0.941604E-22  0.500000E+01
00006000  0.127815E-13  0.127184E-13  0.127183E-13 -0.912190E-22 -0.715001E-22  0.159234E-21  0.500000E+01
00007000  0.128150E-13  0.127122E-13  0.127122E-13 -0.108006E-21 -0.554274E-22  0.221990E-21  0.500000E+01
00008000  0.128644E-13  0.127043E-13  0.127042E-13 -0.594212E-23  0.843850E-22  0.123594E-21  0.500000E+01
00009000  0.129361E-13  0.126961E-13  0.126960E-13 -0.638185E-21 -0.402498E-21  0.194288E-20  0.500000E+01
00010000  0.130238E-13  0.126821E-13  0.126819E-13 -0.701067E-20 -0.179558E-20  0.248644E-19  0.500000E+01
